Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
COPS2	-0.024	-0.167	-1.501	2.022	0.83	0.731	-2.066	-0.022	0.734	0.147	0.852	0.258	0.451	-0.228	-0.756	-0.014	0.145	0.246	-0.894	-0.253
KIF20B	NA	-2.551	1.112	-0.519	-1.38	1.154	3.536	0.726	-0.346	-0.079	0.824	-3.28	2.045	0.844	0.858	0.002	1.339	1.318	0.166	0.134
ZBED2	-0.01	0.129	-2.184	0.624	-2.531	0.241	1.918	2.066	-0.498	0.343	-0.608	-0.753	0.988	0.351	0.032	1.665	0.618	0.105	NA	1.223
CAMK2D	1.643	2.319	2.141	2.445	1.659	1.636	NA	0.718	1.716	1.598	0.988	0.682	1.215	1.416	1.312	1.559	1.27	1.665	0.33	1.917
SDR42E1	0.812	1.653	0.393	1.403	1.42	1.695	-5.621	1.246	1.49	0.936	1.077	-0.635	1.004	1.972	0.721	1.795	1.509	1.563	-0.474	0.459
ALKBH5	-0.62	-1.118	-0.473	-1.628	-0.803	-1.376	-2.385	-1.318	-1.001	-0.253	-1.157	-0.62	-1.535	-1.195	-0.464	-1.114	-1.756	-2.346	-1.046	-0.643
MPHOSPH8	-0.939	-1.19	-0.518	-0.111	-0.298	0.379	-2.45	0.865	0.929	-0.141	-0.482	1.306	0.567	1.416	0.302	-0.136	0.337	-0.508	-0.022	0.974
GGN	-0.493	-1.688	-2.038	-1.429	-0.222	-0.621	-1.264	-1.836	-0.817	-0.936	-1.155	-0.414	-1.623	-1.078	-1.176	-1.324	-2.682	-2.015	-1.125	-0.766
TXNL1	-0.625	-1.031	-1.119	-2.581	-1.008	0.066	1.014	0.267	-0.847	-0.365	-1.061	-1.424	0.335	0.671	0.377	-0.055	0.168	0.186	0.195	0.454
SLIT1	-3.798	-1.665	-1.274	-0.423	-1.172	0.277	-2.351	-1.918	-0.74	-0.754	NA	-1.595	-0.778	-0.742	-1.782	-1.061	-1.704	-1.08	-1.072	-0.997
GRHPR	-0.384	-0.774	-1.163	-1.736	-0.289	-0.772	-0.707	-0.839	0.093	-0.597	-0.828	-0.543	-0.329	-0.639	0.035	0.178	-1.186	-0.468	-0.267	-0.24
UPF3A	-2.708	-2.557	-4.309	-3.046	-3.655	-1.769	-1.241	-2.163	-2.832	-2.913	-3.055	-3.066	-1.446	-1.525	-2.992	-1.93	-1.54	-2.262	-2.024	-1.655
CAPN3	-1.288	-0.427	-0.299	-0.144	-1.252	0.3	-1.535	0.123	0.831	-0.732	-0.642	0.061	0.287	0.657	-0.07	-0.293	-2.477	-1.712	-0.895	-0.302
ZNF322	-1.229	-0.453	-0.21	0.574	-0.886	0.21	-1.39	-0.25	0.702	-1.113	-0.241	-1.806	-0.229	-0.031	-0.473	-0.322	0.949	-0.195	-0.985	0.26
TEAD2	-2.904	-2.996	-3.188	-3.359	-2.064	-1.323	-2.183	0.86	-1.507	-2.438	-1.539	-1.922	-2.719	-3.329	-3.193	-3.886	-4.924	-3.083	-2.377	-1.032
CPSF4	-2.583	-2.594	-2.052	-2.795	-2.495	-2.7	-1.069	-2.009	-2.687	-2.156	-2.811	-2.581	-2.861	-2.2	-1.625	-2.61	-2.783	-2.874	-2.737	-2.063
ALDH18A1	-2.547	-3.777	-3.197	-3.193	-2.172	-1.696	-2.313	-0.298	-2.939	-1.614	-1.957	-2.503	-1.687	-1.407	-1.21	-1.964	-1.748	-2.765	-1.735	-2.395
EIF1AY	-0.66	-1.093	-0.804	NA	-1.558	1.554	-1.312	1.265	-0.079	-0.748	-1.384	-0.93	-0.341	2.555	1.396	-0.287	-0.446	2.99	1.831	-0.055
LTB	8.07	8.6	8.678	6.718	7.754	5.505	4.727	5.159	5.992	7.366	6.465	7.195	5.626	6.124	6.543	7.283	6.619	7.203	6.937	6.692
WNK2	-2.707	-3.046	-2.329	-1.584	-2.666	-1.718	-3.038	-1.789	-2.252	-2.496	-3.625	-2.958	-3.219	-2.592	-2.808	-3.508	-4.573	-3.28	-4.183	-2.858
DDX28	-0.664	-0.55	-1.038	-1.928	-1.671	0.012	-9.213	0.328	-0.032	0.004	-1.188	-0.101	-0.297	0.121	0.375	-0.019	-0.508	-0.714	-0.356	0.286
PAXIP1	-1.782	-1.827	-1.753	-1.112	-2.177	-1.174	-6.826	-1.531	-1.692	-1.862	-1.722	-2.052	-2.301	-1.939	-1.553	-2.87	-2.726	-2.603	-2.611	-1.6
RLN1	0.418	1.083	0.941	3.089	0.712	1.104	-2.733	2.27	1.917	1.267	0.312	1.567	0.657	1.248	0.549	1.389	0.686	0.947	0.451	0.37
SEL1L3	-0.942	1.895	1.709	0.789	-3.219	1.122	NA	1.44	0.889	2.771	-0.207	1.39	3.804	2.902	3.319	5.084	2.613	1.442	1.898	1.17
SYVN1	-0.701	1.495	-0.381	1.038	1.2	1.046	-4.738	-0.787	1.036	0.042	-0.146	1.014	-0.85	0.226	-1.089	0.214	-1.322	0.109	-1.54	-0.932
ZNF430	-0.284	0.137	-0.211	0.954	0.359	0.551	NA	-0.661	0.277	0.199	0.529	1.416	-0.027	0.329	-0.469	0.264	-0.448	0.748	-0.686	0.179
FCER2	-0.311	-1.162	-0.531	-1.327	-0.475	-1.133	-0.757	-1.073	-0.752	-0.873	-0.716	-0.992	-1.312	-1.251	-1.396	-1.142	-1.661	-1.53	-0.967	-0.467
LMNB1	-0.299	-2.346	-0.467	NA	0.528	-0.931	-0.113	-0.722	-0.812	-0.35	1.791	-0.606	-0.884	-0.51	-0.386	-0.857	-1.325	0.655	0.987	0.393
SMARCA2	-0.948	0.277	0.031	1.469	-0.613	0.861	-2.382	0.011	-0.162	-0.399	0.681	-0.225	1.164	0.402	-0.114	0.226	0.673	0.64	0.837	0.65
LCP2	4.757	4.182	4.545	2.808	4.909	2.084	0.405	2.821	3.716	4.144	4.719	4.113	3.776	3.74	3.755	3.664	2.396	4.145	5.439	4.944
CDH2	-4.629	-3.93	-4.139	-3.881	-3.746	-1.975	-0.802	-3.302	-2.946	-4.444	-3.051	-7.414	-5.705	-5.065	-6.495	-5.774	-5.989	-5.57	-2.866	-4.297
N4BP2L1	0.947	0.485	0.764	0.367	0.707	0.73	0.503	-0.09	0.703	0.656	-0.029	2.111	1.362	1.316	0.73	0.179	0.17	1.132	0.178	0.901
NOTCH1	0.126	-0.004	0.676	-0.679	0.152	-0.747	-0.459	-1.574	-1.078	-0.332	0.615	-0.041	-1.911	-1.41	-1.577	-1.512	-1.888	-0.931	-0.079	-0.485
ESAM	-2.429	-3.06	-2.586	-3.991	-2.934	-3.237	-1.321	-2.527	-2.124	-2.901	-4.118	-2.726	-4.69	-3.596	-4.06	-4.169	-3.931	-3.958	-3.161	-2.719
CLIC4	-0.495	-1.044	-1.468	-2.628	-1.617	-0.26	-1.107	-0.177	-2.508	-1.187	-0.434	-2.895	0.277	-1.049	-0.569	-0.762	0.395	0.303	0.066	-0.911
WDR45	1.495	1.596	1.406	0.992	0.532	-1.197	-1.167	-0.548	1.17	0.348	-1.077	0.127	-0.441	-0.64	-0.042	-0.458	-0.755	-1.137	-0.506	-0.561
NISCH	-2.31	-2.062	-1.853	-2.512	-1.646	-3.084	-1.596	-2.014	-1.268	-1.909	-2.827	-1.843	-2.485	-2.273	-2.175	-2.752	-2.908	-2.489	-3.311	-1.76
VAMP1	-0.52	-0.981	-1.021	-0.739	-0.717	0.501	1.762	-0.507	-0.172	-0.146	-0.527	-2.321	-0.14	0.457	-0.068	0.004	-1.233	0.574	-0.402	-0.399
PDE4DIP	-2.551	-2.928	-2.932	-3.442	-3.55	-3.008	-3.862	-2.436	-0.987	-3.776	-3.713	-4.157	-3.882	-3.471	-5.314	-4.883	-4.839	-4.002	-4.482	-1.744
CEP57	-1.586	-2.472	1.337	2.29	-1.351	0.716	-1.117	-1.25	-0.401	-0.378	-1.45	-2.751	0.582	-1.357	-0.768	0.493	0.159	-0.083	-2.185	-0.286
MSI2	-2.152	-1.54	-0.565	-1.064	0.502	-0.228	-2.94	-1.061	-1.349	-1.235	-1.671	0.292	-0.447	-1.012	-1.043	-0.999	-1.481	-1	-2.212	-1.041
NEXN	0.172	-0.577	0.251	0.044	1.559	-0.326	-2.063	0.122	0.002	1.163	1.607	0.262	0.09	0.056	1.523	-0.08	-0.423	2.809	3.363	0.718
PIH1D1	0.992	1.612	1.37	0.631	3.486	0.26	NA	1.301	1.229	1.901	0.881	2.484	0.734	1.256	1.935	1.496	3.095	7.495	2.061	0.955
MAST4	-0.045	-1.214	-0.062	-1.153	-1.355	-0.667	NA	-1.129	-0.988	2.714	-0.285	-0.932	-0.094	-1.923	2.715	-0.047	0.119	0.096	-1.862	-0.25
ZCCHC2	4.954	2.134	2.68	NA	5.773	0.571	1.698	1.928	3.186	4.296	4.28	3.177	2.223	2.541	2.972	2.924	1.686	3.365	4.775	3.029
TOX3	-0.929	-1.314	-2.404	NA	-1.327	-0.207	-0.978	-2.772	-0.627	-2.054	-0.919	-3.577	-2.455	-2.868	-3.401	-2.372	-2.47	-2.368	0.346	-2.253
KIF1C	-4.061	-3.383	-4.055	NA	-3.198	-2.803	-1.345	-4.201	-2.729	-2.652	-3.533	-3.546	-3.7	-3.354	-3.174	-3.419	-4.552	-4.316	-2.998	-3.153
NBR1	-0.856	-2.33	-1.138	NA	0.08	-0.2	-1.197	-0.934	0.066	-0.084	-0.678	-0.81	-0.629	-0.119	-0.603	-0.488	-0.65	-0.517	-0.821	-0.382
PPAN	-4.717	-1.181	-1.451	-1.918	0.304	-0.183	0.83	-0.12	-0.079	-1.083	-2.449	-2.069	-1.144	-0.78	-1.28	-2.584	0.47	-1.979	-5.126	-0.578
GLP1R	1.584	1.919	1.515	2.754	1.766	1.612	-0.977	-0.06	2.523	1.305	0.817	1.267	0.278	1.23	0.251	1.371	0.043	0.673	0.362	0.367
E4F1	-3.098	-2.594	-2.909	-2.088	-2.437	-1.698	2.534	-1.428	-3.552	-1.811	-2.868	-2.234	-2.872	-2.45	-1.886	-2.201	-3.338	-2.537	-3.037	-2.234
PTPN4	-1.422	-1.027	-1.959	-1.473	-1.948	-1.659	-2.633	-1.49	-0.67	-1.407	-2.2	-1.873	-0.924	-1.173	-2.572	-1.651	-2.263	-1.341	-1.711	-0.303
PIGV	-1.388	-1.26	-2.067	-2.817	-1.744	-2.712	-0.578	-1.755	-1.561	-2.143	-2.579	-3.074	-2.983	-2.468	-2.939	-2.422	-3.183	-2.332	-2.201	-2.005
PHACTR4	-0.481	0.446	0.135	1.671	0.233	0.801	-1.15	-0.015	0.79	0.063	0.142	0.716	-0.708	-0.473	-0.426	0.541	-0.623	-1.26	-0.516	-0.923
GDE1	0.828	1.603	1.096	2.214	1.039	-0.089	1.196	-0.778	1.763	-0.092	-0.534	0.442	-1.207	-0.7	-1.201	-0.732	-1.071	-1.048	-0.268	0.145
NAP1L1	-2.033	-0.734	-1.397	-1.355	-2.42	-1.132	-2.463	-1.608	-0.952	-1.226	-1.895	-2.426	-1.27	-1.673	-1.976	-1.685	-1.628	-1.211	-1.809	-0.637
RRN3	0.919	1.65	0.642	2.008	-0.413	1.291	-2.596	0.037	1.669	0.172	0.791	-0.063	0.62	0.671	0.054	0.511	0.257	-0.322	0.657	0.306
RECQL4	-4.011	-3.951	-4.639	-3.869	-3.715	-4.655	0.006	-3.766	-3.459	-3.746	-3.832	-4.843	-4.291	-3.557	-3.438	-4.614	-4.494	-4.175	-4.491	-4.173
SHC1	-1.785	-2.376	-2.29	-3.32	-1.961	-3.27	-0.874	-2.063	-1.883	-1.534	-2.985	-2.343	-2.654	-2.503	-1.789	-1.862	-2.881	-2.918	-2.01	-2.032
SCGB1A1	-3.912	-3.306	-3.53	-3.387	-3.335	-3.521	-4.186	-2.354	-0.548	-4.273	-4.609	-4.718	-3.944	-4.705	-5.243	-5.655	-4.011	-4.42	-5.544	-3.719
TCF12	-0.865	-0.832	-1.171	-1.566	-0.93	-1.875	-1.787	-0.694	-1.135	-0.743	-1.66	-1.238	-1.268	-0.802	-0.691	-1.173	-1.223	-1.43	-1.318	-0.548
TBXA2R	-1.502	0.331	-1.151	-0.604	-0.243	-0.084	-0.841	0.864	0.712	-0.946	-1.584	0.03	-1.481	-1.969	-0.325	-0.936	-2.876	-0.772	0.908	-0.769
CD8B	1.598	1.154	1.353	0.412	-0.252	0.21	-7.514	-1.441	1.037	0.623	-0.144	2.414	1.539	1.129	0.184	1.1	1.297	0.944	-2.418	2.945
IL1RL1	-0.339	-1.689	-0.322	NA	-0.943	-0.672	-4.568	-0.72	0.453	-0.41	-0.951	0.228	-0.697	-0.243	-0.537	0.43	-1.177	0.194	-0.426	-0.881
STAT1	3.557	2.173	2.379	NA	2.499	1.297	0.067	1.725	3.044	3.289	3.357	2.236	2.435	1.881	1.476	1.705	2.234	3.762	4.452	2.711
P2RY10	3.263	2.437	3.284	NA	2.18	1.529	2.587	1.779	1.048	2.663	2.879	2.67	4.444	3.824	2.812	3.905	3.539	3.608	3.181	4.076
NFATC1	-0.444	-1.134	-0.288	3.631	-0.748	-0.386	-3.053	-1.483	-0.495	-0.848	-1.045	-1.448	-0.556	-0.824	-0.668	-1.316	-1.744	-0.924	-1.398	0.659
TOX4	-0.077	-0.096	-0.243	-2.296	-0.708	0.173	-1.353	-0.551	-0.487	0.362	0.78	-0.979	0.73	0.407	-0.008	0.393	0.798	0.466	0.345	0.724
KTN1	-2.816	-2.384	-2.037	-2.241	-1.091	0.349	-1.185	-0.892	-0.949	-1.607	-0.331	-0.84	-0.825	-1.208	-1.356	-2.369	-0.373	0.282	-1.005	-1.076
MCRS1	-0.632	-0.468	-1.079	-0.086	-0.929	-0.662	-2.102	-1.677	-0.85	-1.008	-0.781	-1.273	-1.854	-1.456	-1.441	-1.398	-1.773	-2.076	-1.447	-1.265
PMS1	0.965	0.454	1.161	1.563	-0.452	1.447	-0.081	-0.26	0.587	0.538	0.507	-0.387	-0.297	1.168	0.105	0.506	1.685	1.457	0.88	0.502
COL6A1	-6.117	-7.082	-9.271	-8.868	-6.479	-6.358	-1.813	-10.534	-5.641	-7.329	-7.221	-9.173	-9.76	-8.313	-9.068	-11.5	-7.626	-8.232	-6.562	-7.864
SLC25A42	-0.533	-0.173	-0.816	0.029	-0.059	0.486	-1.698	-1.493	-0.408	0.088	-1.301	-1.74	-0.154	0.234	-0.003	-0.261	-1.196	-0.971	-0.148	-0.281
SLC29A1	-2.572	-3.353	-4.28	-3.632	-4.052	-3.732	-1.893	-3.65	-2.668	-4.211	-5.925	-3.505	-5.317	-4.132	-3.953	-4.506	-4.719	-5.321	-4.824	-3.978
PBX1	-0.65	-1.055	-1.201	-1.829	-1.406	-0.098	-1.336	-1.899	0.125	-1.604	-1.527	-3.367	-3.44	-1.673	-3.307	-1.948	-2.296	-1.568	-2.738	-1.256
GRIA4	-1.263	-2.072	-1.268	-2.954	-6.987	0.871	-2.951	-1.683	-0.103	-1.216	1.182	-1.222	-0.396	-0.09	-0.652	-0.106	-0.501	-0.424	0.618	-0.453
ANGEL1	0.051	0.52	0.992	1.854	2.529	0.423	-2.655	-0.487	0.764	0.985	0.069	0.735	-0.204	0.047	0.217	-0.162	-2.006	-0.852	-0.537	0.45
MGRN1	0.327	1.041	-1.157	-0.178	0.186	-0.437	-5.277	-2.716	-1.073	-0.965	0.598	0.357	-1.172	-0.718	-1.008	-1.351	-4.664	-1.582	-1.912	-1
IPCEF1	3.216	2.824	2.58	0.98	2.333	1.978	NA	1.891	1.133	2.983	2.32	3.246	3.283	3.137	3.324	3.39	2.885	3.128	3.824	3.204
CNTN3	0.137	0.75	0.004	1.249	1.562	0.807	NA	0.149	0.739	-0.075	1.405	-1.085	0.433	0.22	-0.017	3.733	-0.99	0.509	-0.458	-0.042
CEPT1	1.79	2.063	3.006	0.818	3.8	2.339	-0.246	1.813	1.23	2.439	2.623	1.664	3.903	2.721	2.705	4.352	3.482	3.809	3.325	3.702
ATM	-0.677	-0.021	-0.229	NA	-0.8	-0.262	NA	-0.714	0.191	-0.479	-0.486	0.101	-0.559	-0.494	-1.527	-0.517	-0.981	-0.267	-2.139	-0.459
SLX4	NA	-0.07	4.048	NA	3.13	0.905	NA	-0.599	0.911	-0.97	-1.52	-0.476	-0.438	-0.968	-0.113	NA	0.87	-0.235	-0.513	-0.97
KLHL29	1.024	1.489	0.903	NA	0.792	7.661	-3.227	0.94	1.082	1.265	0.851	1.234	2.09	1.197	0.808	1.308	1.094	1.914	0.993	2.891
RAD54B	0.416	0.902	-1.769	NA	NA	0.309	0.071	-0.225	-0.41	-0.524	NA	0.825	0.116	0.39	0.391	NA	NA	0.292	NA	-1.189
ANG	-2.533	-2.882	-2.885	0.547	-2.675	-2.686	0.683	-0.488	-0.712	-0.256	-0.959	-1.255	-0.038	-0.533	0.168	-0.935	-0.981	-1.9	-0.888	-1.629
IGFBP7	-3.588	-3.29	-4	-3.919	-4	-4.342	-1.769	-4.192	-3.615	-4.825	-3.591	-4.951	-4.91	-5.053	-4.984	-5.258	-5.856	-3.829	-4.224	-3.614
ITGB3	2.973	3.414	2.673	3.01	2.22	1.207	1.299	0.102	2.145	1.234	1.052	1.651	0.447	0.7	0.767	0.625	0.215	0.593	0.638	1.373
BMS1	-2.706	-0.684	-3.515	-1.447	-2.945	-1.444	0.464	-1.629	-1.469	-1.359	-1.434	-0.864	-1.511	-0.87	-1.014	-2.507	-1.969	-2.366	-2.01	-2.039
PTGES3	-0.79	-0.876	-1.004	-1.347	-1.531	-0.702	-1.47	-1.171	-1.501	-1.366	0.019	-1.886	-0.639	-0.857	-1.208	-1.883	-0.835	-0.779	-0.143	-0.497
KIF22	-1.687	-1.723	-2.001	-2.122	-1.574	-1.974	-0.124	-0.95	-1.417	-1.068	-1.619	-1.455	-0.008	-0.759	-0.289	-1.86	-1.719	-0.847	-1.34	-1.031
UBE2L6	5.467	3.759	4.352	2.688	5.442	2.042	-0.415	2.581	4.242	4.252	4.272	2.991	1.916	3.167	2.993	2.013	1.692	2.967	4.882	3.779
RPL29	1.392	1.28	1.931	1.427	1.637	2.38	1.29	1.725	1.292	1.403	0.824	1.188	1.084	1.487	1.577	0.501	0.805	0.885	0.792	1.643
RBMS2	0.653	-0.614	-0.227	-0.682	-1.946	-1.682	0.334	-0.59	0.994	-1.422	-2.151	-3.191	-1.8	-1.947	-1.787	-1.263	-2.086	-1.313	-1.553	-1.163
SRSF3	-0.288	-0.042	-0.111	-0.365	0.008	1.066	-0.32	0.556	0.183	0.57	1.841	-0.096	1.392	1.548	1.214	0.054	0.916	1.021	1.594	1.123
MORF4L2	-0.289	-0.07	0.068	0.633	-0.202	0.642	-1.785	0.309	3.317	-0.461	0.112	-0.653	0.667	-0.097	-0.14	-0.897	-0.155	0.212	0.381	-0.186
ALDOA	-1.898	-1.519	-1.277	-1.341	-0.692	-2.774	-0.747	-3.043	-0.979	-1.068	-1.359	-0.721	-3.219	-2.07	-1.643	-3.194	-3.573	-3.858	-1.945	-1.225
ARHGEF18	-0.201	-2.117	0.055	-2.53	1.47	0.017	-0.443	-0.215	0.069	-1.089	-1.564	-0.101	-0.721	-0.187	-0.385	0.217	-0.899	-0.53	0.381	0.315
PANK3	-0.285	0.497	-0.226	-1.518	-1.677	0.125	-4.711	-0.786	-0.99	-0.171	0.763	-0.992	0.682	-0.304	-0.211	-0.697	0.065	1.234	0.826	0.745
HELZ	-1.162	-2.094	-2.105	-1.651	-0.97	-1.837	-3.544	-0.751	-0.128	-1.93	-0.769	-2.72	-1.103	-1.546	-1.276	-4.268	-2.439	-1.117	-2.647	-1.604
DDT	0.427	-0.483	0.422	NA	0.954	0.075	-0.638	0.472	0.383	1.226	0.208	-0.194	0.752	1.299	0.983	0.918	0.126	0.875	0.08	1.144
CLINT1	-1.613	-0.337	-1.132	0.427	-3.021	-0.317	0.279	-5.894	-0.053	-0.722	-2.374	NA	-1.159	-0.596	-0.417	1.254	-1.255	0.13	-0.284	-0.275
ZNF639	-0.919	-0.85	-1.169	-0.467	0.568	0.528	-3.403	-0.92	-1.043	-1.965	-1.312	-0.075	-0.291	-1.44	-1.645	-1.074	0.212	-0.28	-0.921	-0.686
TMED10	0.771	0.434	0.683	-0.922	-0.488	1.68	-0.003	0.294	-0.468	0.453	0.769	-1.126	1.846	1.263	0.749	1.215	1.385	0.66	0.426	0.84
NAP1L1	1.179	1.469	2.007	0.306	-0.332	1.242	-0.195	0.865	1.001	0.377	0.816	0.27	1.654	1.593	0.422	0.399	0.607	0.744	0.632	1.669
NEK3	-2.782	-1.181	-2.249	-2.268	-1.297	0.77	-1.191	1.137	-1.036	-0.109	-0.007	-0.985	0.345	0.571	-0.399	-0.647	0.007	0.855	-0.684	-1.133
PRCC	-1.67	-0.786	-1.696	-0.447	-0.888	-0.096	-2.332	-1.449	-0.444	-0.482	-1.278	-0.917	-1.571	-1.108	-1.232	-0.942	-1.496	-1.766	-1.313	-1.31
AKAP1	-1.751	-1.87	-1.752	-2.27	-1.311	-0.334	-1.2	-0.579	-1.938	-1.059	-1.245	-1.918	-1.967	-1.515	-1.193	-1.456	-1.765	-1.743	-1.274	-1.103
NUP88	-1.32	-0.806	-0.954	-1.936	-1.307	-0.437	-0.934	-0.326	-0.871	-0.57	-0.54	-0.405	-0.084	-0.127	-0.499	-0.623	-0.154	-0.555	-0.291	0.243
MPHOSPH10	-1.367	-1.23	-0.611	-0.875	-0.761	0.871	-0.238	0.236	-1.447	-0.553	-0.526	-0.833	0.155	0.636	-0.016	-0.814	0.27	-0.524	0.055	-0.339
VDAC1	-3.522	-4.134	-3.35	-4.977	-3.589	-3.335	-1.472	-2.495	-3.514	-2.893	-3.417	-3.569	-3.19	-2.389	-2.559	-3.456	-3.4	-4.119	-3.488	-2.771
UBA7	2.769	2.024	2.476	1.413	3.192	1.867	-1.832	2.136	1.409	2.934	2.487	2.739	2.166	1.791	2.517	2.054	1.822	2.313	2.377	2.214
TMPO	-1.995	-2.319	-4.352	-1.003	-0.383	-0.469	-2.085	1.061	-0.777	0.197	-0.331	-0.512	1.086	1.306	0.846	-0.197	-0.901	0.498	-0.228	0.124
TAC1	0.006	0.166	0.328	0.545	-1.319	0.683	-1.549	-0.493	1.493	0.955	-0.778	1.414	0.542	0.747	0.21	1.172	0.781	0.193	0.183	0.289
SRM	-4.745	-4.565	-4.534	-4.875	-3.775	-1.555	-1.993	-2.667	-4.401	-2.2	-3.699	-3.568	-3.399	-1.785	-1.891	-4.065	-4.074	-4.234	-2.955	-3.587
PREPL	-1.698	-1.745	-1.303	-3.875	-1.921	-0.439	-1.968	-0.946	-0.861	-1.682	-1.073	-0.317	0.315	-1.486	-1.255	-1.337	-0.802	0.115	-1.742	-0.686
S100A3	-0.554	-0.466	-0.543	1.024	1.66	0.785	-1.197	1.729	1.251	-0.053	0.195	0.303	0.462	0.365	-0.308	0.449	-0.513	1.451	-0.279	-0.048
MAPK1	-0.261	0.651	0.625	-1.535	-1.725	-1.077	-1.948	-1.89	-1.723	-1.835	-0.641	-1.345	-0.974	-1.879	-1.685	-1.179	-2.272	-0.722	-0.745	0.393
IQGAP3	-1.762	-1.726	-1.87	-0.759	-0.726	-0.067	-0.066	0.12	-1.334	-0.361	-0.754	-0.942	-0.652	-0.604	-0.492	-0.171	-0.819	-0.472	-0.721	-0.716
TSTD2	-0.135	-0.01	-0.522	0.834	-1.82	1.322	NA	-0.595	0.733	1.817	0.056	-0.737	0.766	-0.256	-0.552	0.276	NA	0.056	0.263	0.604
CEPT1	2.269	1.63	3.215	2.726	3.157	3.238	1.589	1.999	2.934	4.074	4.307	3.365	3.832	4.135	3.916	3.901	3.509	5.314	3.779	3.588
PHF7	1.786	1.338	0.275	0.805	1.212	-0.047	NA	0.217	0.888	1.423	0.86	1.34	0.885	1.084	1.091	0.854	0.168	0.677	-0.909	0.637
FBXO31	0.081	-1.061	-0.947	0.75	0.237	0.909	NA	-0.132	0.713	0.706	-0.171	-0.758	-0.125	0.224	0.299	0.06	-0.819	0.113	0.082	-0.276
KIF15	0.467	-2.424	-0.176	-2.514	-2.033	0.45	1.608	-0.306	0.552	0.063	0.733	-0.166	0.708	0.369	1.229	-0.95	0.305	0.757	-1.074	0.776
GRAP	0.39	1.538	1.373	-0.07	0.658	0.748	-1.283	-0.083	0.763	1.934	1.033	2.088	2.224	2.322	2.462	1.837	0.827	1.102	0.856	2.526
KCNA3	-0.55	0.409	0.046	-2.054	0.879	-0.072	0.691	1.34	1.913	1.907	1.254	1.749	1.789	2.452	2.69	2.082	2.439	2.302	0.638	2.693
TTBK2	-1.884	-0.158	-0.205	NA	-0.387	-0.427	-1.985	-1.187	0.395	-0.646	-0.05	-1.176	0.771	0.202	0.617	1.596	2.129	1.18	-1.128	0.859
HS1BP3	-2.975	-2.854	-2.144	-2.064	-2.623	-2.438	-4.315	-2.405	-1.778	-2.037	-3.328	-3.555	-3.116	-3.558	-4.752	-5.523	-2.447	-3.076	-3.313	-2.026
C1orf216	-0.788	-0.107	-0.305	1.333	0.036	-0.025	0.142	-1.387	0.493	-0.253	0.019	0.079	-1.252	-0.464	-1.088	-0.42	-0.768	-1.241	-0.501	-0.813
SLC35B2	-2.591	-2.117	-1.876	-2.518	-2.807	-1.129	-3.292	-0.104	-0.526	-0.478	-0.981	-1.435	-1.095	-0.535	0.219	-1.429	-1.817	-1.322	-1.082	-1.096
VTI1A	0.188	0.123	1.278	-0.619	0.718	-0.422	-1.905	0.393	1.073	0.994	-0.638	-0.449	1.99	1.771	1.266	1.061	0.065	0.994	0.683	1.17
MAU2	1.114	0.786	1.012	0.695	-0.074	0.755	-2.266	-0.457	0.451	0.538	0.914	0.937	-0.451	-0.138	0.183	0.395	-0.293	-0.119	0.991	0.941
GLRX3	0.163	2.551	-0.005	1.202	-0.053	1.129	-2.309	1.787	0.451	0.627	0.692	0.487	1.373	1.572	1.225	1.046	0.83	1.433	0.997	0.538
CREB5	3.14	2.237	3.611	1.317	2.764	1.667	-1.154	-1.309	1.367	3.606	3.518	3.489	2.119	0.863	2.457	2.096	2.602	4.211	3.077	3.291
COL3A1	-0.796	-0.763	-1.068	-2.077	-0.019	0.609	-0.091	-0.952	-0.182	0.139	-1.734	-2.018	0.172	-0.39	-2.109	NA	-0.45	-0.918	2.312	0.064
TREML2	3.739	3.152	2.685	3.093	3.311	1.372	NA	1.814	2.841	2.693	2.791	2.321	1.603	2.388	2.63	2.002	1.514	2.01	2.739	2.19
RBM27	0.557	0.146	0.592	-1.138	-0.439	1.163	-2.098	1.529	-0.186	0.826	0.906	-0.856	1.804	0.726	1.487	1.324	1.27	2.543	0.429	2.085
GHRL	0.889	-0.021	1.947	-0.207	1.186	-0.601	1.447	0.436	0.471	0.052	0.139	0.167	0.44	0.442	0.085	1.079	-0.659	-0.068	0.456	0.006
NCKIPSD	0.941	0.658	1.051	1.857	0.8	-0.131	2.377	0.87	1.901	0.993	0.691	1.309	0.456	1.159	0.537	1.257	1.06	0.883	0.152	0.046
RASA1	0.561	0.388	0.262	0.55	-1.186	-0.93	-0.506	0.427	0.536	-0.832	-0.019	-0.397	-0.102	-0.795	-1.253	-0.178	0.934	0.485	-0.364	0.658
RNPC3	1.748	1.918	2.208	1.755	1.788	-0.298	0.548	1.409	1.301	2.067	1.988	1.347	1.797	2.057	1.854	2.065	1.352	2.278	1.987	2.583
ZBTB44	3.284	4.07	3.731	1.793	1.89	0.668	2.691	2.173	0.704	1.979	2.559	1.715	2.173	0.863	1.643	3.257	2.983	2.472	2.153	3.155
