Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
BRCA2	-0.455375	-0.681222222222222	0.2014	0.5497	-0.3825	1.610125	-0.5425	1.395	-0.328777777777778	0.2976	-0.389	0.4989	-0.104	-0.00609999999999996	-0.0326666666666666	0.4751	0.5309	-1.4508	0.3298	0.9241	0.806666666666667	-0.012	0.4938	0.6088	-0.8529	0.9331	-0.2802	-0.1624	0.213888888888889	0.0633	0.5162	-0.2864	-0.1964
BRCC3	-0.540666666666667	-0.927	-0.508833333333333	-0.0266666666666667	-0.474166666666667	-0.238	-0.927833333333333	0.358166666666667	-0.2258	-0.6465	-0.384666666666667	0.590333333333333	0.160333333333333	0.16	-0.821666666666667	0.541333333333333	0.448166666666667	-0.274	-0.339666666666667	-0.0226666666666667	-0.548833333333333	-0.388666666666667	-0.914	0.282333333333333	-0.167333333333333	0.0383333333333334	-0.348166666666667	-0.375833333333333	0.190833333333333	-0.4495	0.194833333333333	0.305833333333333	-0.0401666666666667
BRD1	-2.524	-3.029	-1.788	-5.406	-2.47	NA	-1.98	-2.019	-5.276	-4.53	-4.831	-3.458	-2.135	-3.519	-3.117	-2.73	-3.31	-3.888	-3.926	-5.278	-5.259	-5.12	NA	-3.875	-2.552	-3.75	-3.964	-3.665	-5.937	-3.569	-3.639	-3.977	-2.655
BRD2	1.315	0.105	2.055	0.86	1.251	0.273	1.697	1.875	1.747	0.945	1.35	1.579	0.585	0.375	1.698	-0.099	-0.462	1.503	1.262	1.645	0.928	0.971	2.181	1.394	0.867	-0.417	1.046	1.128	1.075	0.859	1.319	0.415	0.617
BRD3	-2.1855	-2.604	-2.72475	-2.23775	-0.603	0.471	-1.407	-2.331	-1.754	-1.81625	-2.497	-2.8	-1.52025	-1.84525	-1.81275	-2.635	-2.45375	-1.83375	-1.4055	-2.28875	-2.08925	-1.76	-1.532	-2.35075	-2.38775	-2.25333333333333	-2.224	-1.406	-2.789	-1.8745	-1.8995	-2.88925	-1.95375
BRD4	-0.6535	-1.28075	0.216	-1.0005	-0.7455	0.813333333333333	-0.07175	0.27525	-0.4705	-0.78125	-0.67575	-1.133	-0.73375	-0.79375	-0.045	-1.12325	-1.108	-1.494	-0.078	-0.7725	-0.50925	-2.2805	0.108	-1.58725	-0.4125	-1.02125	-0.708	-0.06	-0.32325	-0.494	-0.79425	-1.36875	-0.42275
BRD7	-0.8995	-0.9795	-0.381	-0.2435	-0.7655	1.446	-0.9	0.0495	0.3255	-0.715	-0.581	0.1045	-0.59	0.7215	-1.7055	-0.852	-0.6555	-1.216	-0.4465	-0.7725	-1.7555	0.857	-0.7015	-1.006	-0.3215	-0.035	-0.466	-0.488	-0.284	0.043	-0.4605	-0.771	-0.9985
BRD8	-1.4855	-2.398	-1.3635	-0.5575	-1.3095	-1.671	-1.006	-0.3955	-0.7685	-0.9935	-1.0675	-0.7575	-0.7465	0.013	-1.124	0.098	0.1635	-1.185	-0.8805	-0.246	-0.728	-1.1905	-1.6755	-0.1135	0.0825	-0.24	-0.6155	-0.2675	-0.347	-0.8895	-0.733	0.0315	-0.048
BRDT	0.3115	-0.6835	-1.3415	-0.878	-1.575	2.914	0.552	0.2365	2.581	0.1965	0.351	0.6055	0.2725	1.673	0.2215	0.273	-0.853	2.705	0.7235	-1.363	3.383	1.581	1.0605	1.7385	-0.9825	-0.5755	0.7655	0.3905	0.6765	0.798	-0.0245	1.235	0.405
BRF1	-4.403	-5.21	-2.867	-3.854	NA	0.358	-1.154	-3.165	-3.227	-3.764	-3.189	-3.198	-3.322	-4.509	-2.758	-4.095	-2.992	-2.43	-3.985	-3.041	-3.638	-3.603	-3.026	-4.598	-3.645	-3.915	-3.55	-2.116	-3.445	-3.337	-2.573	-4.362	-2.925
BRF2	1.687	0.629	2.908	0.881	-2.31	-2.039	2.609	0.094	0.967	1.936	0.45	2.613	2.9	0.532	1.68	0.473	1.283	0.325	0.782	1.416	1.598	1.198	1.861	1.036	1.075	1.616	NA	1.298	0.896	1.257	1.528	-0.436	0.88
BRI3	-0.68075	-0.89525	0.27025	-0.03725	-0.859	0.00600000000000004	0.8405	-0.465	-0.56175	-0.13325	-0.02325	0.82325	-0.595	-1.523	0.21625	0.07225	0.48325	-0.244	-0.69	0.27425	0.065	0.522	-0.1005	0.40275	0.523666666666667	0.503	0.3	-0.06375	-0.38225	-0.4525	-0.053	0.4125	-0.081
BRI3BP	-0.646	-0.8115	-0.16	0.423	-0.793	-0.904	-0.463	1.433	-0.0159999999999999	0.484	-0.661	-0.052	-0.597	-0.8095	-0.088	0.7635	0.421	0.2395	-0.5515	1.122	-2	-0.2195	-0.058	0.4215	-0.0475	-0.612	-0.5095	0.461	0.0954999999999999	-0.272	0.1165	-0.904	-0.2595
BRIP1	-2.544	-0.472	-1.032	0.229	-1.598	NA	-0.348	-1.391	-1.594	0.199	1.435	-0.52	-3.647	0.132	-0.226	0.404	-0.474	-4.322	1.134	-0.619	-0.428	-0.677	0.071	0.124	-2.471	0.229	0.304	0.48	-0.27	-0.28	-0.218	-0.425	-0.358
BRIX1	-0.974	-0.362	-1.608	-0.428	-1.493	-2.518	-0.249	-0.574	-0.633	-1.282	-0.717	-0.831	-0.836	-0.441	-0.949	0.608	-0.051	-0.971	-0.907	-0.783	-0.966	-0.841	-2.165	0.159	-1.112	-0.15	-0.464	-1.596	-0.103	-1.349	-1.214	0.45	-0.62
BRK1	1.549	1.254	0.779	0.857	0.344	-0.186	0.491	0.592	1.568	0.917	1.797	1.11	0.302	0.197	1.261	0.651	0.932	1.565	1.742	1.048	1.301	1.167	1.504	1.005	1.206	1.026	1.075	1.141	0.425	1.525	1.682	1.188	1.067
BRPF1	-1.107	-2.507	-2.284	-1.4195	-1.9775	-3.47	0.3675	-1.092	-1.507	-0.9625	-1.3875	-2.7135	-2.5055	-1.486	-1.4955	-1.3455	-1.3325	-1.536	-1.8225	-0.977	-1.583	-1.24	-0.6645	-2.615	-2.56	-1.767	-1.227	-1.2735	-1.346	-2.379	-0.979	-1.668	-0.9185
BRSK2	-1.775	-0.4625	0.969	-0.0925	-0.804	-0.0735	1.0645	-0.993	-0.021	-0.8865	0.033	-0.5875	-0.5315	-0.4935	-0.128	-1.0415	-1.3445	-0.3385	-0.2255	-0.6605	-0.6955	-0.624	-0.236	-0.9885	-1.118	-2.0355	-0.39	-0.223	-1.295	-0.529	-0.4005	-0.334	-0.68
BRWD1	0.434444444444444	1.158	0.496222222222222	0.0476666666666667	-0.295888888888889	1.30642857142857	-0.193555555555556	0.105333333333333	0.0755555555555556	0.375666666666667	-0.359444444444444	0.534	0.0168888888888889	0.535888888888889	-0.0908888888888889	0.465777777777778	0.220111111111111	-0.444875	0.899333333333333	-0.00477777777777779	1.21566666666667	0.359222222222222	0.334555555555556	0.0145	0.969333333333333	0.812666666666667	1.15111111111111	0.0753333333333333	0.55675	0.465714285714286	0.715444444444444	0.774333333333333	0.288777777777778
BSG	-2.58266666666667	-1.94133333333333	-0.702	-2.472	-2.30566666666667	-1.92866666666667	-1.04666666666667	-1.35566666666667	-3.31866666666667	-0.929	-2.565	-2.617	-2.23533333333333	-1.463	-1.727	-1.795	-1.91966666666667	-2.09133333333333	-1.859	-1.342	-2.19233333333333	-1.87733333333333	-1.66433333333333	-2.543	-2.549	-2.37966666666667	-2.09	-1.71666666666667	-1.406	-1.711	-2.007	-1.8	-1.57333333333333
BSN	0.442	-2.249	NA	-0.89	-1.575	0	-0.245	-0.895	-2.8	-1.097	-0.236	0.125	0.855	0.23	-0.131	-1.361	-0.495	-0.829	-1.026	-0.951	0.048	-1.773	0.53	-3.116	-0.66	-1.435	-0.445	0.051	NA	-2.776	-0.182	-0.615	-0.736
BSPRY	0.033	1.172	-0.447	0.799	-1.461	NA	0.024	-1.331	3.368	0.112	0.499	-0.659	-0.726	-0.31	-0.568	-0.19	-0.22	0.435	-1.514	-0.102	0.473	-1.367	-0.482	0.362	0.045	-0.733	-0.123	-0.089	-0.762	-1.085	-1.077	-1.429	-0.524
BST2	2.239	1.6845	5.148	2.365	2.0255	2.2785	1.23	3.9995	2.486	3.823	3.0915	4.3295	1.937	2.4535	2.9555	2.851	3.123	2.4985	1.9925	2.8385	3.513	2.809	2.313	2.7935	0.9855	3.7905	2.17	2.614	4.317	2.1665	2.953	2.57	2.712
BTAF1	0.39775	0.04	-0.309	1.12925	0.62925	0.017	-0.621	1.283	-0.75025	0.2475	0.72225	0.152	0.12	1.3815	-1.0055	1.08325	0.6755	-0.33525	0.573	0.465	1.4255	-0.4735	-0.1255	0.782	1.005	1.196	1.44075	0.01625	0.71725	0.38225	0.62025	0.65575	0.43425
BTBD10	-1.12	-0.983	-1.662	-1.172	-0.351	0.702	3.877	-0.395	-1.168	-1.213	-0.1	-0.406	-0.325	-0.523	-1.351	-1.421	-0.711	-1.396	-0.974	-0.826	-0.899	-1.978	-1.631	-0.8	-0.885	-0.634	-1.393	-1.012	-0.441	-0.72	-0.973	-0.497	-0.377
BTBD16	2.103	2.918	1.27	0.922	1.36	-3.152	2.235	0.605	2.256	0.804	1.437	0.474	2.089	1.092	1.741	0.746	1.031	2.693	1.584	0.577	1.076	1.601	1.854	0.864	0.509	0.519	1.2	1.126	0.999	-0.057	0.855	0.929	1.371
BTBD19	0.5798	-0.90825	-0.9922	-0.5098	-0.3634	0.1612	0.0232	0.5666	0.0596	-0.2128	-0.16	-0.152	-0.169	-0.35075	0.0993333333333333	0.5328	-0.0846	-0.1496	-0.3138	0.276	1.5494	0.17575	0.5028	0.067	0.5816	0.2038	0.6236	0.6732	-0.4064	-0.846	0.29	-0.372	0.3374
BTBD2	-1.18366666666667	-1.544	-0.487666666666667	-0.00533333333333326	-0.830333333333333	0.721666666666667	-0.581666666666667	0.877333333333333	-0.688333333333333	0.393	-0.79	-1.144	-1.51533333333333	-1.13766666666667	0.283	-0.217333333333333	-0.179333333333333	-1.33566666666667	-1.40433333333333	-0.028	0.401	0.338	-0.788	-0.541333333333333	-2.73666666666667	-1.57033333333333	-1.27833333333333	-1.21933333333333	0.0500000000000001	-1.02	-0.371333333333333	-2.24	-0.749
BTBD6	0.407	0.107	-0.171	0.0285	-0.5615	-0.7655	0.5395	-0.2165	0.769	-0.292	0.4085	0.0645	0.511	0.0155	0.3935	-0.281	0.236	0.501	0.1735	0.185	-0.193	0.4695	0.6425	-0.579	0.2255	0.0545	0.264	0.188	-0.24	0.2905	-0.1035	0.0685	-0.0435000000000001
BTBD7	0.303	-0.947666666666667	-0.104	-0.444666666666667	0.31	-0.984333333333333	-0.309	-0.127	-0.641	-0.329333333333333	-0.0706666666666666	-0.409333333333333	-0.483333333333333	-0.353666666666667	-0.818333333333333	-0.923666666666667	-0.895666666666667	-0.578333333333333	-0.440666666666667	-0.09	-0.0653333333333333	0.113666666666667	0.227333333333333	-0.496333333333333	-0.303	-0.0916666666666667	-0.191333333333333	-0.212333333333333	-0.202	0.478333333333333	0.192333333333333	-0.926	-0.283666666666667
BTC	4.22	-2.727	4.383	NA	-0.397	6.731	NA	0.874	0.272	5.227	NA	5.959	NA	1.637	5.667	3.42	5.475	NA	1.009	1.513	NA	NA	3.493	NA	5.33	0.478	NA	5.39	NA	NA	1.876	NA	NA
BTD	-2.0995	-1.811	-0.929	-1.5555	-0.6415	-1.421	-0.2295	-1.1045	-2.222	-1.2535	-0.423	-1.9035	-1.389	0.00700000000000001	-1.5635	-1.365	-1.511	-1.8205	-1.517	-1.3945	-1.8635	-1.0925	-0.504	-2.88	-0.863	-2.446	-1.316	-1.062	-2.112	-1.073	-0.934	-1.8115	-2.0755
BTF3	0.506	0.719	-0.272	-0.299	0.392	-0.074	0.869	0.614	1.164	-0.457	0.839	-0.353	0.715	1.026	0.386	0.693	1.358	0.997	0.561	0.418	0.527	0.325	0.004	0.578	1.04	0.949	0.681	1.283	0.249	0.427	0.103	1.395	0.686
BTF3L4	-0.842	-0.905	-0.447	0.623	-0.959	-0.756	-1.048	1.17	-1.215	-0.438	-0.332	-0.094	-0.899	0.065	-0.361	0.462	0.634	-0.644	-0.682	0.099	0.221	-0.361	-1.439	0.712	0.521	1.569	-0.308	-1.189	0.186	-0.586	-0.738	0.449	-0.367
BTG1	3.5675	2.4235	3.27733333333333	2.2105	4.15866666666667	-0.1855	2.41466666666667	1.9135	3.049	2.289	3.2115	2.00416666666667	3.25316666666667	2.902	2.64033333333333	1.48216666666667	1.68833333333333	3.394	3.64283333333333	1.72983333333333	2.00933333333333	2.845	4.41633333333333	1.68716666666667	4.3432	2.0835	3.2895	4.34766666666667	2.944	3.38033333333333	3.68133333333333	2.52616666666667	3.2425
BTG2	0.22025	0.1765	1.11975	1.928	1.384	1.27866666666667	1.052	1.88375	-0.47375	2.224	1.515	1.421	1.917	0.8075	0.582	2.67925	2.04425	1.23325	1.495	1.593	2.029	0.73875	1.23175	1.83025	0.802	0.59925	0.73975	1.7605	1.894	1.83933333333333	1.00525	0.8015	0.779
BTG3	-2.764	-3.206	-3.356	-2.677	-0.238	1.293	-2.195	0.321	-2.253	-2.117	-1.715	-1.742	-2.621	-2.382	-3.344	-0.856	-1.221	-2.674	-2.736	-0.84	-1.964	-3.456	-3.58	-1.401	-1.845	-1.347	-2.089	-3.147	-0.924	-2.818	-1.58	-1.829	-2.906
BTK	0.633875	0.720625	0.982625	1.337125	-0.32525	-0.420714285714286	0.05575	1.41225	1.1725	1.697875	0.6265	1.556	1.09925	1.196	1.706875	2.0175	2.12775	1.414	0.59925	2.065875	1.77525	1.137125	1.191625	1.828875	1.71025	1.823	1.190625	1.50675	1.805125	0.70875	1.2375	1.5585	1.41425
BTLA	2.9345	1.74	2.482	3.107	1.5635	0.543	1.09	1.8035	2.0985	2.7335	2.5565	3.138	2.1555	3.2415	1.5715	4.799	3.8145	1.4065	1.742	2.9215	2.778	0.5705	1.854	5.083	4.227	4.227	4.441	2.035	3.7875	2.41	3.251	4.5875	3.5
BTN1A1	0.476	-0.718666666666667	-0.543666666666667	0.0183333333333333	0.974	4.56666666666667	-0.369666666666667	1.092	0.113	0.518	0.63	-0.043	-1.232	-0.332	-1.7985	0.374666666666667	0.525	-0.355666666666667	-0.0556666666666667	0.377333333333333	1.24866666666667	-0.6205	0.0943333333333333	-1.445	0.624	0.0856666666666667	-0.546333333333333	-0.921	0.738333333333333	0.0023333333333333	0.0753333333333333	0.535333333333333	0.271666666666667
BTN2A1	1.04566666666667	-0.417666666666667	0.169666666666667	0.424	0.376333333333333	-0.11	-0.434333333333333	0.372	-0.198	-0.152333333333333	1.35066666666667	1.79166666666667	-1.15333333333333	1.21333333333333	0.754	1.008	0.413	-0.437	0.845333333333333	0.220666666666667	0.327666666666667	-0.556	-0.0793333333333334	0.145333333333333	0.613	0.221666666666667	0.692	0.026	1.35533333333333	1.17966666666667	0.576666666666667	0.886333333333333	0.663333333333333
BTN2A2	-0.479	-0.986	-1.003	0.058	-0.832	-0.05	-2.853	-1.369	-0.293	-0.401	-0.187	1.162	-0.329	0.42	-0.614	-0.01	0.218	-1.176	0.337	0.025	-0.311	-1.078	-0.415	-0.369	0.508	-0.155	-0.522	0.032	0.251	-0.683	-0.547	-0.482	0.443
BTN3A1	3.782	2.9035	3.7425	2.885	2.4905	-0.993	1.7605	2.2635	4.429	4.13	4.459	4.2215	3.355	3.6605	3.6595	2.2065	3.54	4.578	4.221	3.4515	2.708	3.3615	4.1165	3.1605	4.149	3.2075	3.4855	3.0595	3.901	4.725	3.4425	3.545	4.0455
BTN3A2	1.989	3.189	3.246	2.599	1.113	0.792	0.112	1.42	2.698	3.481	1.951	3.048	2.332	2.597	3.029	3.632	4.49	1.975	0.833	3.714	3.439	2.672	2.328	3.179	3.228	2.614	3.436	2.27	2.543	3.469	2.874	3.065	2.083
BTN3A3	3.008	1.95333333333333	3.53033333333333	2.40566666666667	1.93733333333333	0.188666666666667	0.68	2.75033333333333	3.14866666666667	3.80633333333333	3.762	3.98366666666667	2.96833333333333	3.336	4.40033333333333	3.54166666666667	3.868	3.079	3.46266666666667	3.689	2.96433333333333	3.678	4.30933333333333	3.52266666666667	3.63466666666667	3.24	3.80566666666667	4.137	3.87166666666667	3.68966666666667	3.89266666666667	3.78033333333333	3.853
BTNL9	0.103545454545455	0.285545454545455	0.858	0.0901666666666666	-1.38290909090909	1.09118181818182	-0.544181818181818	-0.1375	-0.0909090909090909	0.0334166666666667	-0.4291	-0.384777777777778	-0.0870909090909091	0.4565	0.0426666666666666	0.182833333333333	-0.0279090909090909	-1.0096	0.429272727272727	-0.046	1.74716666666667	-0.6315	0.82625	-0.648181818181818	-0.417	0.177916666666667	-0.71	0.278083333333333	-1.223	0.177454545454545	0.0480833333333333	-0.21675	-0.597
BTRC	-0.93	-0.88	0.0275	-0.558	-0.4505	NA	0.2575	0.3295	0.1715	0.5135	-0.033	0.0975	1.362	-0.6295	-0.2535	0.1615	0.156	-1.308	1.361	0.5765	0.195	-0.1455	0.8475	-0.8415	-0.644	-0.1495	0.216	0.318	-0.2855	-1.4325	-0.036	-0.3025	-0.453
BUB1	-2.73225	-4.03533333333333	-0.897	-0.235	-1.8605	-0.0386666666666667	-1.6715	1.171	-1.53125	0.112	-2.09325	-0.12025	-2.254	-1.323	-0.67825	0.779	1.24	-2.612	-3.432	1.03525	-0.1825	-0.96675	-3.1295	0.549	-3.451	0.51425	-3.169	-3.087	0.19825	-1.808	-0.864	-1.92275	-1.772
BUB1B	-0.1405	-1.721	-1.2505	0.602	-0.5995	-1.986	-1.476	-0.5305	-0.8695	-1.002	-0.401	-0.427	-0.3655	1.6335	-0.8005	1.4995	0.6775	-0.6625	-0.454	0.101	-0.4855	-0.758	-1.527	0.7105	0.8565	1.2065	0.133	-0.355	-0.907	-1.019	1.117	0.6855	-0.965
BUB3	-0.374571428571429	-0.587428571428571	-0.526714285714286	0.0308571428571429	-0.585285714285714	-0.166857142857143	-0.735571428571429	0.234714285714286	-0.619428571428571	-0.337	-0.213714285714286	-0.0898571428571429	-0.368142857142857	0.267142857142857	-0.346714285714286	-0.00157142857142858	0.350857142857143	-0.990857142857143	-0.401571428571429	-0.0955714285714286	-0.240428571428571	-0.496	-0.477	0.193714285714286	0.233285714285714	0.0792857142857143	-0.203142857142857	-0.509857142857143	-0.142142857142857	-0.480142857142857	0.0438571428571429	-0.0768571428571429	0.0212857142857143
BUD13	-0.974	-0.366	-1.286	-1.039	-0.363	-0.444	0.536	-1.152	-0.314	-1.425	-0.652	-1.155	-0.597	-1.218	-1.191	-1.963	-1.238	-0.227	-0.952	-0.95	-0.997	-1.19	-1.477	-1.156	-1.304	-1.835	-1.773	-1.41	-1.222	-1.548	-1.461	-1.776	-1.082
BUD31	0.074	-0.652	1.014	0.099	0.165	-0.595	-0.094	1.582	0.372	0.596	0.32	0.929	-0.357	0.224	0.471	1.186	1.164	0.565	-0.182	1.222	0.481	0.717	0.594	0.316	0.077	0.623	0.103	0.887	1.043	0.073	0.639	0.169	0.178
BYSL	-1.226	-0.438	3.884	1.444	1.011	4.526	NA	-1.193	0.213	-2.043	NA	1.731	2.008	1.986	1.609	1.82	0.005	6.065	NA	-0.05	NA	2.392	1.445	0.215	0.067	1.443	-0.991	1.21	0.28	1.234	-0.364	2.45	NA
BZW1	0.167	-0.4364	-0.4824	-0.17925	-0.4454	0.11025	-1.3455	0.2636	-0.3438	-0.3058	-0.8034	0.4616	-0.254	0.9274	-1.1476	0.2926	0.8702	-1.03975	0.5428	-0.162	0.8598	-0.8132	-1.5234	0.3184	0.1488	0.594	0.1944	0.096	0.8518	-0.72575	-0.056	0.5648	-0.2386
C10orf88	0.03	-2.519	2.857	0.024	-1.701	2.814	1.133	0.158	1.107	0.866	-0.842	1.511	0.967	2.682	3.28	0.391	0.288	2.077	2	0.329	2.64	3.143	2.067	2.036	1.034	0.204	-0.109	2.353	2.463	2.098	0.175	1.695	0.902
C10orf90	-3.57	-2.262	0.307	-0.784	-1.272	0.693	0.903	1.955	0.911	-0.97	0.938	1.402	2.228	-1.161	-0.49	-1.27	-2.273	-2.616	1.181	-1.381	-0.684	1.858	-1.993	NA	0.135	-1.509	-0.103	-0.18	-0.612	NA	-0.198	1.271	-1.049
C11orf24	-4.508	-4.635	-3.194	-2.395	-3.396	-0.583	-1.703	-1.404	-3.627	-2.109	-4.287	-3.058	-3.503	-2.818	-3.378	-2.525	-1.868	-3.75	-3.598	-2.048	-2.242	-3.831	-3.562	-2.236	-5.287	-1.598	-4.099	-2.294	-2.692	-3.954	-3.077	-4.731	-2.942
C11orf58	1.629	1.5685	1.0455	2.961	1.0085	-1.6485	-0.9415	1.7945	1.112	1.5085	2.2205	1.93	1.2105	2.433	0.6545	2.629	2.3505	1.463	1.7095	1.779	2.249	1.729	0.9945	2.4795	2.9805	3.0455	1.995	0.5605	1.958	2.13	1.7945	2.8855	1.6385
C11orf71	2.772	3.634	2.006	1.488	1.761	-1.103	2.013	1.531	2.941	1.285	0.642	0.797	0.705	0.301	1.745	1.267	0.692	1.912	1.146	1.053	0.975	1.747	1.563	0.833	0.397	1.133	1.759	1.499	1.274	0.321	0.697	0.91	0.613
C11orf96	-1.525	-1.589	-0.453	-1.097	-2.013	-0.87	-1.286	0.352	-1.516	-0.347	-1.517	-1.206	-1.765	-1.133	-0.856	0.083	0.191	-1.384	-1.472	0.116	-0.407	-0.643	-2.223	-0.8	-1.597	0.513	-1.078	-1.552	-0.566	-1.565	-0.946	-0.935	-1.346
C12orf57	-0.484	-1.55766666666667	-0.358333333333333	-0.749	0.359666666666667	-1.14633333333333	-0.839	0.045	-0.661	-0.111	0.355	-0.400666666666667	-0.643	-0.201	-0.169666666666667	-0.177666666666667	-0.846666666666667	-0.847	-0.139333333333333	-0.0363333333333333	-0.0756666666666667	-0.423333333333333	0.145666666666667	-0.319333333333333	0.498666666666667	-0.403	0.457	0.214333333333333	-0.402	-0.317	0.101666666666667	0.012	-0.0476666666666667
C12orf75	-2.731	-2.448	-2.166	-1.156	-1.108	-0.109	-1.842	-0.928	-2.285	-2.067	-1.328	-2.376	-2.27	-1.557	-1.969	-0.494	-0.608	-2.897	-1.545	-0.88	-1.452	-2.57	-3.13	-1.061	-2.8	-0.808	-2.757	-2.64	-1.655	-2.353	-0.483	-1.959	-1.958
C14orf119	1.538	1.104	1.818	0.347	0.767	0.381	0.959	1.209	1.467	1.277	2.079	1.602	1.567	1.49	1.187	1.532	1.119	1.995	1.401	1.653	2.067	0.92	1.322	0.948	1.158	1.407	0.895	1.552	1.325	0.769	1.629	1.1	1.114
C14orf132	-0.8715	2.8555	-1.308	-0.3365	-1.9675	0.866	-0.099	-0.334	-0.2645	-1.053	-1.816	-0.692	-1.776	-1.5125	-2.068	-1.076	-1.0845	-0.11	-0.965	-1.315	-1.346	-0.6595	-0.5965	-1.199	-0.897	-1.7065	-0.922	-0.718	-1.4775	-2.147	-1.1685	-0.7415	-1.782
C15orf62	3.574	2.427	1.093	NA	-0.371	-0.346	0.938	1.007	3.299	3.131	2.633	2.614	2.864	3.04	1.514	3.343	3.117	2.698	2.155	2.741	7.533	6.578	3.94	3.327	3.985	3.459	3.292	2.198	3.571	2.442	3.115	2.912	3.144
C17orf100	1.274	1.608	-2.257	-2.884	-2.645	-1.209	-1.814	-1.19	-0.671	0.459	0.329	-1.858	1.275	1.511	-1.032	-0.301	0.53	-2.735	0.001	-0.283	-0.826	-2.488	1.158	0.181	1	-0.977	0.556	0.162	-0.312	2.369	-0.407	-0.587	1.771
C17orf99	-1.026	2.451	0.23	-0.606	-0.838	-3.98	-0.145	-0.022	-0.072	-2.256	0.093	-1.406	-1.675	-0.337	-1.869	-1.013	-1.557	-1.597	0.585	-1.891	-1.514	-0.541	-0.884	-4.342	0.763	-1.433	-0.609	-0.898	-2.898	-0.818	-0.944	0.039	1.93
C18orf21	-0.301	-0.4125	1.636	-0.001	-1.3045	-3.2	-1.092	0.6705	0.476	-0.1115	-0.7555	0.93	-0.897	0.243	1.753	0.8085	-0.306	-0.0275	-0.0185	0.2495	1.061	2.8225	-0.416	1.0545	-1.029	0.675	0.447	0.2085	-0.338	1.16	0.499	-0.5925	-0.043
C18orf32	1.508	1.362	1.977	3.39	1.998	1.655	0.134	2.788	1.816	1.534	2.695	3.264	1.466	3.049	0.496	4.367	2.824	1.595	1.558	2.494	2.394	0.65	1.503	3.693	3.443	5.011	2.029	1.785	3.44	2.503	2.895	3.835	1.829
C18orf54	0.1435	-0.5625	0.5575	-0.111	-0.43	2.668	-1.407	-0.561	-0.562	-0.4695	0.596	0.4915	-1.6385	0.2535	-2.327	2.2985	0.699	-3.728	-0.827	1.4185	1.456	0.3085	-0.332	2.073	0.5145	2.7635	0.6615	-0.7545	-0.9125	-0.6265	0.8355	-0.074	-0.144
C19orf47	1.504	1.235	0.884	-0.269	1.648	2.741	0.773	0.544	-0.361	0.658	0.316	-0.075	0.424	-0.237	0.948	-0.532	0.644	0.962	0.93	-0.078	0.844	1.008	1.663	-0.089	0.016	0.573	0.226	0.697	0.43	-1.598	-0.121	-0.714	0.248
C19orf53	-0.902	-1.67	-0.235	0.571	-1.422	2.197	-0.07	0.52	-0.928	0.854	1.189	2.19	-2.77	-0.544	-0.136	0.632	1.048	-1.586	1.943	0.797	0.58	0.216	0.057	NA	0.377	0.253	-0.398	-0.749	3.054	-1.113	0.246	-0.446	-0.225
C1D	-2.383	-2.11	-1.477	-1.36	0.662	0.254	-1.619	-0.391	-1.754	-0.869	-0.447	-0.938	-1.89	-0.857	-1.431	-0.274	0.001	-1.808	-2.712	-0.545	-1.275	-2.113	-1.942	0.511	0.72	0.388	-0.999	-0.556	-0.716	-1.08	-0.964	-1.167	-1.408
C1GALT1	1.5295	1.05	1.7825	1.4915	0.8035	0.0715	0.907	1.1395	0.874	1.3895	2.654	2.218	1.2125	1.1745	0.796	1.785	0.842	1.022	1.2935	1.3145	1.207	0.8875	1.6305	0.996	1.7205	2.399	2.159	1.3815	1.4865	2.067	1.8395	2.0315	1.398
C1QA	-1.5925	0.3075	2.1535	0.297	-0.846	-0.2295	-1.0695	-0.2495	0.5275	1.0705	-0.9695	3.7835	-0.7035	-0.411	0.2355	0.081	0.4515	-1.1755	-1.7485	1.581	1.3055	0.416	-2.189	0.704	-1.794	4.3295	-0.582	-2.561	1.794	-2.099	0.6065	-0.1165	-1.391
C1QB	-2.547	-2.259	2.619	-3.381	-3.492	-1.845	-1.613	-0.782	0.396	1.589	-2.587	-1.328	-0.132	-2.695	0.478	-1.497	-1.191	-4.683	-4.494	-0.676	0.448	0.942	-1.85	-1.523	-3.955	0.039	-3.291	-2.589	-0.535	-3.646	-1.698	-3.406	-4.471
C1QBP	-0.342	0.2725	-0.377	0.139	-1.028	0.014	-0.411	0.141	-0.4055	-0.3385	-1.2925	-0.2265	-1.1905	-0.36	-0.3355	0.5775	1.031	-0.819	-1.222	0.488	-0.629	-0.3545	-0.9485	-0.186	0.041	-0.02	-0.249	-0.741	0.0475	-1.127	0.3095	-0.9345	-0.882
C1QC	-0.016	-0.3915	0.7685	-0.648	-1.242	-1.3125	-0.856	0.4095	0.101	1.208	-0.227	0.309	-0.1525	-0.557	0.3485	-0.3465	0.3845	0.1775	-0.4875	0.67	0.5605	0.447	0.525	-0.0275	-0.5715	0.1595	-0.0905	0.0235	-0.184	-0.5595	-0.0255	-0.659	-0.2395
