Symbol	GSM620832	GSM620833	GSM620834	GSM620835	GSM620836	GSM620837	GSM620838	GSM620839	GSM620840	GSM620841	GSM620842	GSM620843	GSM620844	GSM620845	GSM620846	GSM620847	GSM620848	GSM620849	GSM620850	GSM620851	GSM620852	GSM620853	GSM620854	GSM620855	GSM620856	GSM620857	GSM620858	GSM620859	GSM620860	GSM620861	GSM620862	GSM620863	GSM620864	GSM620865	GSM620866	GSM620867	GSM620868	GSM620869
E2F6	0.504	0	0.303	0.2705	0	0	0	0	0	0	0	0.685	0	0	0	0	0	0	0	0	0.63	0.4055	0.386	0.3	0	0	0	0	0.1965	0	0	0	0	0.2505	0	0	1.467	1.374
E2F7	0	0	0	0	0	0	0	0	0	0.888	0	0	0	0	0	0.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	0	0	0.311	0	0	1.977	0
E2F8	0	0	0	0	0	0	0	0	0	0	0	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EAF1	-1.221	0	-1.367	-1.589	0	-0.283	-0.5555	-0.863	-1.362	-1.367	0	-0.83	0	-0.2835	-1.231	-2.135	0	0	-1.203	-0.4985	-1.765	-1.749	-1.378	0	-1.525	-1.0465	-1.302	-0.999	-2.112	0	-0.475	-1.376	-2.268	-1.689	-0.4445	-1.758	0	-0.873
EAF2	-2.316	0	-1.3035	-1.3045	0	0	0	-0.751	0	1.473	0	1.97	0	0	-0.131	-0.895	-1.0625	-0.963	-0.678	0	-0.905	0.271	-0.833	-0.335	-0.53	-0.9315	-1.344	-0.684	-1.3335	-1.395	0.33	1.969	-1.518	0.316	0	-0.338	0.7385	2.394
EBNA1BP2	-0.301	-0.355	-0.187	-0.279	-0.058	1.074	0.239	0.844	1.323	1.288	1.061	1.15	-0.072	1.533	1.279	1.615	0.455	0.284	1.417	1.123	0.65	1.221	0.842	0.7	1.05	0.207	1.586	0.901	1.423	0.395	1.77	1.189	1.127	1.471	0.591	0.497	1.367	0.934
ECE1	0	0	0	0	0	0	0	0	0	0	0.7805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1115	0	0
ECE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0
EDAR	0.169	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDN1	0	0	-0.707	0	-0.218	0	-0.191	0	0	0	0	0	0	0	0	-0.455	0	0	0	0	0.07	-0.179	0	0	0	0	0	0	-0.157	0	-0.09	0	0	0	-0.039	0	0	0
EDN2	0	0	0	0	0	0	-0.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86	0	0	0	0	0	0	0
EED	-0.1105	-0.1475	-0.1185	-0.1145	-0.619	0.117	0.2895	-0.073	-0.0185	0.549	-0.414	1.155	-0.146	0.0965	-0.401	0.015	-0.3525	-0.098	0.2635	0.1215	0.16	0.0255	0.111	0.05	0.17	0.1785	0.323	0.0755	0.0165	-0.825	0.12	0.7195	-0.0665	0.161	0.071	0.2935	1.217	0.922
EEF1A1	0.1145	-1.545	-0.942	-1.114	-2.298	-1.286	-1.381	0	0.0165	-0.141	-1.164	0.025	0	-1.487	0	-0.8825	-1.605	-1.956	-0.303	-1.242	-1.16	-0.3545	0.001	-1.685	-2.01	-1.868	-0.917	0	-0.7985	-0.8375	-0.975	0.2395	-0.908	-0.2895	-0.914	0	-1.048	-0.651
EEF1B2	-0.4855	0	0	-0.684	-0.278	0	-0.3555	0.354	-0.357	0.408	-0.094	0.155	-0.006	0.448	0.539	0.3075	-0.18	-0.146	0.1035	0	-0.25	0.641	0	0.22	0.42	-0.1865	-0.202	0.336	-0.147	-0.165	0.785	0.574	0.0035	0.1305	-0.2545	-0.1015	0.637	0.269
EEF1E1	-0.4355	0	-0.4885	0	0	0	0	0	0	-0.242	0	1.325	0	0	-0.4855	0.0575	0	0	0	0	-0.405	-1.214	-0.519	0	0	0	0	-1.144	-0.5835	0	0	0.544	0	-0.434	0	-0.8215	0.5385	0.637
EEF1G	0.319	0.365	0.553	0.471	0	0.334	0.179	0.734	0.703	0.908	0.601	0.62	0.428	0.403	0.689	0.865	0.455	0	0.537	0.933	0.16	0.781	0.372	0.33	0.12	-0.133	0.426	0.591	0.703	0	0.6	0.799	0	0	0.481	0.647	0.787	0.314
EEF2	-0.466	-1.27	-0.797	-1.079	-0.588	-1.026	-1.246	0.032	-0.522	-0.497	-0.874	-1.175	-0.942	-0.917	-0.111	-0.525	-0.57	-0.981	-0.258	-0.577	-0.775	-0.229	-0.508	-0.615	-0.84	-1.388	-0.969	-0.084	-0.517	-0.545	-1.14	-0.636	-0.048	-0.619	-1.394	-0.578	-1.358	-1.141
EFTUD2	0.179	-0.165	0.003	-0.039	0.622	0.584	0.199	0.734	0.703	0.238	0.411	-0.27	0.528	0.693	0.569	0.265	0.815	0.164	0.627	0.553	0.45	0.591	0.152	0.61	0.43	-0.083	0.226	0.711	0.683	0.705	0.33	-0.171	0.937	0.461	-0.159	-0.083	-0.303	-0.396
EGR1	-2.341	0	-3.877	-4.129	0	-2.176	-3.401	-2.186	-1.847	-3.752	-4.749	-3.8	0	-2.327	-2.361	-4.245	-3.795	-3.966	-2.283	-3.297	-4.5	0	-2.458	0	-4.01	0	-2.824	-1.449	-3.227	-4.645	0	-2.751	0	-4.089	-3.889	-2.253	0	-2.946
EGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.927	0	0	0	0	0	0	0	-0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHBP1	-0.531	0	-0.447	-0.269	-0.728	-0.976	-0.741	0	0	-0.532	-0.889	0	0	-1.127	-0.901	-0.565	0	0	-0.703	0	-0.33	-0.229	0	-0.73	0	0	0	0	-0.757	0	-0.58	-0.801	0	-0.609	-0.589	0	-0.233	0
EIF1	-0.551	-1.38	0	-1.164	-0.474	-0.928	-1.746	-0.808	-0.582	-0.751	-1.2495	-0.73	-0.977	-0.9635	-0.8005	-0.8225	-1.18	-1.538	-1.073	-1.987	-1.82	-1.839	-0.429	-1.765	-2.125	-1.798	-0.822	-0.6045	-1.287	-0.9175	-1.145	-1.041	-0.8215	-0.8745	-1.0195	-0.6915	-1.2515	-1.501
EIF1B	0.239	0.295	0.863	0.361	0.902	-0.026	-0.771	-1.126	-0.207	-1.052	-1.059	-0.96	-1.462	-0.787	-1.171	-0.815	-0.645	-0.886	-0.683	-1.837	-1.01	-0.989	-0.398	-1.35	-0.93	-0.213	-0.544	0	-0.697	-1.305	-0.62	-0.771	-1.133	-0.909	-0.899	-0.723	-0.413	-0.736
EIF2AK4	-0.226	0	-0.042	-0.214	0.231	0	0	0.294	0.133	0.898	0.2205	-0.145	0.438	0	0.234	-0.29	0.215	0	0.462	0	0.27	0.331	0.042	0.44	0	0.0335	-0.159	0.226	-0.237	0.33	0	-0.101	-0.033	0.316	0.2155	0.272	0	0.074
EIF4B	-0.681	-1.235	-1.127	-1.299	-0.338	-0.076	-0.871	-0.016	0	0.178	-0.319	-0.4	0	-0.047	-0.091	-0.285	-0.175	-0.866	0.017	0.223	-0.73	-0.159	-0.208	-0.5	-0.62	-1.063	-0.164	-0.129	-0.247	0.215	0.1	0.009	-0.143	0.031	-0.649	0.027	0	-0.856
EIF4E	0	0	0	0	0	0	0	-1.086	0	0	0	0.15	0	0	-0.801	0	0	0	-0.583	0	0	-1.329	-0.628	0	0	0	0	-1.129	0	0	0	0.259	-1.573	0	0	-0.443	0	0
EIF4EBP1	0.279	0.055	0.398	0.301	0.312	0.054	-0.276	0.699	0.3315	0.368	-0.029	-0.06	0.263	0.148	0.509	0.475	0.295	-0.016	0.492	0.1765	-0.37	0.481	0.322	0.415	0.58	0.252	-0.119	0.686	0.548	0.445	-0.005	0.0745	0.147	0.346	-0.509	0.122	0.247	-0.018
EIF4EBP2	0.244	0.09	-0.0385	-0.094	0.082	-0.028	-0.406	-0.141	0.013	-0.472	0.1605	-0.475	-0.167	0	-0.376	-0.665	0.06	0	-0.313	0	-0.47	-0.544	-0.123	-0.675	0	-0.253	-0.404	-0.034	-0.342	-0.405	-0.015	-0.491	-0.218	-0.239	0	-0.428	-0.3765	-0.881
EIF4EBP3	0.509	0.605	0.703	0.481	0.712	0.984	0.449	0.954	0.483	0.118	0.581	-0.32	0.858	0.503	0.659	-0.065	0.995	0.854	0.717	0.743	0.41	0.671	0.452	0.67	0.31	0.347	0.136	0.641	0.293	1.185	0.38	0.049	0.757	0.391	0.461	0.417	-0.353	-0.296
EIF4ENIF1	0	0	0	0	0.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.551	0	0	0	0	0	0	0	1.255	0	0	0	0.191	0	0	0	0
EIF5	-0.4305	0	-0.957	-0.4995	-1.033	0	-0.1305	-0.706	-0.407	-0.477	-1.034	0	-0.321	-0.1485	-0.521	-0.485	-1.29	-1.056	-0.313	0	-0.76	-0.674	0.006	-0.245	0	-0.2465	0.098	-0.364	-0.502	-1.145	-0.375	-0.471	-1.283	-0.839	-0.1145	-0.0015	0	0
EIF5A	0.169	0.74	0.993	1.016	1.482	2.159	1.629	1.509	2.583	1.438	1.796	1.33	0.974	1.678	1.719	2.37	0.645	1.489	2.047	2.253	1.265	1.761	1.072	1.355	2.45	2.237	2.296	1.261	2.108	2.065	1.625	1.729	1.827	2.091	1.556	1.602	2.097	2.134
EIF5A2	0	0	-0.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF5B	-0.341	0	-0.407	-0.049	-0.198	1.174	0	0.774	0.673	1.188	0.771	0.5	0.578	0	0.849	0.315	0.615	0.664	0.987	0	0.62	1.091	0.372	0.35	0	0.387	0.876	0.611	0.193	1.085	0.99	0.439	1.057	1.101	0	0.347	0.577	0.474
ELMO1	0.594	0.1425	0.168	0.366	0.637	0.609	0.699	0.599	0	0.298	0.0705	0	0	0.698	0.414	0.335	0.34	0.709	0.342	0	0.5	0.546	0.232	0.655	0.645	0.0235	0.008	0.226	0.383	0.0175	0.495	0	0.357	0.081	0.646	0	0	-0.156
ELMO2	0.579	0.355	0.343	0.171	0.302	0.454	0.639	0.384	0.393	0.418	-0.009	0	1.198	0.113	0	-0.055	0.395	0	0.417	0.353	0.21	0.601	0.242	0.61	0.55	0.487	-0.204	0.421	-0.027	0.435	0	-0.021	0.367	0.351	-0.039	0.257	0.077	0.014
ELMO3	0.299	0	0.223	0.341	0.732	0.654	0.469	0	0	0	0.611	0	0	0.363	0	1.365	0	1.034	0	0	0	0.701	0	0.68	1.16	0	0	0	0.893	1.515	0.76	0	0	0.331	0.701	0	1.417	1.054
EMID1	0	0	0	0	1.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMILIN1	0	0	0	0	0.852	0.614	0.239	0	0.493	0.598	0	0	0	0.573	0	0	0.775	0	0.617	0	0.2	0.961	0	0.95	0.91	0	0	0	0.663	1.185	0.76	0	0	0.341	0.021	0	0.487	0
EMILIN2	-0.191	0	-0.807	-1.049	-1.578	0	-1.741	-1.326	-0.647	-2.362	0	-1.53	-0.792	0	-1.101	-1.365	-0.605	-1.606	-0.603	0	-1.48	-1.069	-0.508	-0.5	-1.49	-0.653	-1.204	-0.499	-0.897	-0.935	0	-1.721	-1.493	-1.929	0	-0.693	0	-1.476
EMILIN3	0	0	0	0	0.592	0.194	0.359	0	0	0	0	0	0	0.523	0	0	0	0	0	0	0.17	0.261	0	0	0	0	0	0	0	0	0.03	0	0	0	0.211	0	0	0
EMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENDOD1	-0.4605	-0.3275	-0.3485	-0.2195	0.136	0.112	0.4795	-0.501	-0.0735	-0.486	-0.0395	-0.135	-0.236	0	-0.3655	0.0725	-0.2975	-0.063	-0.2365	0	-0.03	-0.134	-0.019	-0.51	0	0.1085	0.048	-0.289	-0.0035	-0.1625	-0.215	-0.4455	-0.2115	-0.3295	0.1905	0.0785	0.1385	0.282
ENDOG	0.499	0.885	0.533	0.701	0.992	0.994	0.739	1.104	1.423	0.698	1.361	0.47	1.048	1.373	1.229	1.225	1.295	1.004	0.937	1.403	0.78	1.121	0.582	1.52	1.38	0.747	0.976	0.981	1.443	1.285	0.93	0.619	1.257	0.961	0.701	0.677	1.087	0.454
ENGASE	0.169	0	0.213	0.211	-0.248	-0.116	-0.131	-0.196	-0.007	0	-0.019	-0.69	0.478	-0.197	-0.171	0	0.625	0.054	-0.253	0	-0.14	-0.629	-0.358	-0.38	0	0	-0.444	0.071	-0.267	0.735	-0.73	0	0.437	0	0.111	0	-0.903	-0.636
ENOSF1	-0.0255	0	0.2365	0.631	-0.103	0.422	-0.181	0.337	0.1915	0.284	0.4655	0.33	-0.196	0.913	0.559	0.535	0.2525	0.302	0.2585	0	0.39	-0.154	0.176	0.14	0.045	-0.2565	0.313	0.0655	0.668	0.1525	0.295	0.4545	0.287	0.5805	0.6255	0.1385	-0.198	0.247
ENPP7	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSA	0	0	0	0	-1.058	0.144	0	-0.026	0	0.058	0.131	0.08	0	0.033	-0.091	0.355	0	-0.586	0.117	0	-0.61	-0.279	-0.178	0	-0.54	0	0.126	-0.669	-0.187	-0.275	0.47	0.449	-0.643	0.181	-0.319	0	0	0
ENTPD1	0	0	0	0	-0.688	0.684	0	0.844	-0.027	1.608	0	0.9	0	0	1.269	0	-0.275	0.184	1.497	0.043	0	1.521	0.962	0	0	0	0.106	0.521	0	0.305	2.15	0.749	-0.533	1.151	0	-0.173	0	0
ENTPD2	0	0	0	0	0.362	0	0	0	0	0	0	0	0	-0.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD4	0.459	0.545	0.118	0.481	0.912	1.439	0.639	1.259	1.133	1.073	1.211	0.345	1.298	0.4215	1.089	0.895	1.15	0.267	1.377	1.688	0.725	1.176	0.271	1.335	1.38	0.742	0.771	1.166	0.773	1.44	0.815	0.264	1.027	0.526	0.2405	0.2485	1.167	0.554
ENTPD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.099	0	0	0	0
EP400	-0.491	0	-0.437	-0.699	-0.258	-0.416	-0.971	0	0	0	-0.189	0	0	-0.627	0	0	0	0	0	0	-0.63	-0.629	0	-0.28	0	0	0	0	0	0	-0.41	0	0	-0.479	-0.719	0	-0.413	0
EPAS1	0.589	0	0.403	1.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.467	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4B	0	0	0	0	0.702	0.174	0.119	0	0	0	0	0	0	0.543	0	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0
EPB41L5	0.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB42	1.919	4.175	3.053	3.081	4.492	0.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28	0	1.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA10	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA4	0	0	-0.622	-0.0945	0.621	0.357	0.0745	-0.133	0	0	0.0655	0	0	0.3115	0.0895	-0.775	0.5775	0.477	0	0	0.5	0.0655	0	0	0	0	0	0.1855	-0.1385	0.2175	-0.195	0	0.7985	0	0.3555	0	-0.4715	0
EPHA5	0	0	-0.187	-0.349	0.192	-0.246	-0.181	0	0	-0.742	-0.719	0	0	-0.127	0	0	-0.085	0	-0.673	-0.197	-0.52	0	0	-0.03	-0.57	0	-0.684	0	-0.357	-0.595	-0.46	0	-0.603	-0.669	-0.609	-1.283	-0.993	0
EPHA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB1	0.589	0.325	0.663	0.341	0.762	0.574	0.769	0	0	-0.092	0	0	1.148	0.343	0	0	0	0.604	0	0.673	0.47	0.141	0	0.5	1.11	0.797	0	0	0	0	0	0	0	-0.699	0.491	0	0.037	-0.316
EPHB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.477	0	0	0	0	0	0	0	0	0	0	0	0
EPHB3	0	0	0	0	0.502	0	0	0	0	0	0	0	0	0.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB4	1.769	0	0	1.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB6	0.269	0	0.083	0.441	0.472	0	0.119	0	0	0	0.441	0	0	0.333	0.169	-0.145	1.345	0.504	0.327	0	0.67	0.531	0	0.14	0	0	0	0.691	0.443	1.615	0.31	0	1.317	0	0.331	0	-0.593	0
EPN1	0.3095	0.4625	0.3815	0.4555	1.142	0.757	0.594	0.527	0.8015	0.284	0.3955	-0.1	0	0.733	0.6045	0.3925	0.6675	0.597	0.5385	0.6515	0.355	0.731	0.301	0.775	0.585	0.7085	0.588	0.5005	0.6215	0.8375	0.695	0.1095	0.6135	0.4605	0.2005	0.3385	0.2835	0.077
EPN2	0	0	0	0	0.682	0	0	0	0	0	0	0	0	0.133	0	0.645	0	0	0	0	0	0	0	0	0	0	0	0	0.343	0	0	0	0	0	0	0	0	0
EPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0
EPOR	0	0	1.313	0	1.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPPK1	0	0	0	0	-0.118	0	0	0	0	0	0	0	0	0.173	0	0	0	0	0	0	0	-0.219	0	0	0	0	0	0	0	0	-0.24	0	0	0	0	0	0	0
EPS15	-0.1905	0	-1.022	-1.134	-1.004	0	0	-1.376	-0.7235	-0.852	-0.9045	0.105	0	0	-1.301	-1.475	-0.7525	0	-1.338	0	-1.44	-1.594	-0.788	-0.865	0	0	-1.574	-1.319	-1.992	0	0	-0.601	-1.0065	-0.909	0	-0.783	-0.7015	-0.781
ERBIN	-0.421	-0.785	-0.497	-0.509	-2.668	-1.966	-1.051	-1.766	-1.667	-1.322	-1.749	-0.52	0	-1.597	-1.801	-1.355	-2.595	-2.206	-1.683	-2.437	-1.42	-2.379	-1.388	-2.46	-2.16	-1.233	-1.514	-1.399	-1.987	-3.145	-1.54	-0.861	-2.293	-1.439	-0.819	-1.123	-0.423	-0.756
ERGIC2	0.499	0.285	0.403	0.611	-0.238	0.254	0.729	0.244	-0.327	1.478	0	1.73	-0.072	0	0.869	0.625	-0.045	0	0.507	0	0.67	1.081	0.182	0.07	0	0	0.696	0.611	-0.547	0.515	1.75	1.239	0.737	1.241	1.141	0.717	2.107	1.814
ERGIC3	0.369	0.225	0.143	0.061	0.712	0.784	-0.141	1.264	0.733	1.028	0.691	0.47	0.548	0.673	1.009	0.545	1.395	0.374	0.927	1.543	0.12	1.221	0.622	1.23	0.61	-0.223	0.386	1.051	0.543	1.515	1.31	0.539	1.067	1.051	-0.139	0.597	0.787	0.224
ERP29	-0.161	-0.075	0.083	-0.099	-0.268	0.644	-0.311	0.624	0.323	0.248	-0.069	-0.52	0.338	0.023	0.669	-0.115	0.395	0.034	0.557	0.103	-0.22	0.571	0.042	0.31	0.45	-0.073	0.016	0.481	-0.057	0.255	0.39	-0.301	0.137	0.391	-0.389	-0.483	0.287	-0.516
ESAM	-0.551	0	-0.167	0.421	1.092	2.144	0	0.384	2.033	-1.282	-0.189	0.12	0	0	0.079	-0.575	0.615	0.754	0.917	0	0.78	1.381	1.342	0.07	0	1.777	-0.174	-0.669	0.733	-0.245	-0.27	0	-0.353	-0.899	0	0	-0.573	0
ESPN	-0.061	0	0	-0.369	-0.488	-0.496	-0.631	0	0	-0.762	0	0	0	-0.307	-1.111	0.295	0	0	0	0	0.04	-0.429	0	0	0	0	0	-0.549	-0.287	0	-0.71	-0.471	-0.083	-0.859	0	0	0	0
ESR1	0	0	0	0	0	0	0	0	0	0.779	0	0.945	0	-0.2885	0.4995	0	0	0	0.4785	0	0	0.8355	0	0.785	0.9	0	0	0.2105	0	0	0	0.6195	0	0.5155	0	0	1.7635	1.052
ETF1	-1.101	-0.9075	-1.152	-1.054	-1.958	-0.926	-0.4805	-0.911	-0.557	-0.412	-0.899	-0.3	-0.611	-0.1085	-0.816	-0.595	-1.47	-1.456	-0.623	-0.3685	-1.205	-0.994	-0.683	-1.39	-0.375	-0.888	-0.429	-0.914	-0.847	-1.16	-0.345	-0.456	-1.083	-0.3645	-1.004	-0.798	-0.213	-0.436
ETNK1	-0.321	0	0	-0.439	0	0	0	0.204	-0.727	1.178	-0.009	1.66	0	0	0.249	0.945	-0.555	0	0.747	0	-0.45	0.261	0.112	0.18	0	0.157	0.526	-0.299	0	-0.885	0	1.689	-0.663	0.761	0	0.097	1.987	1.964
ETNK2	0	0	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVI2A	-1.201	0	-1.557	-1.289	0	0	0	-4.276	-3.727	-2.012	0	-0.63	-3.942	0	-3.941	-3.515	-4.835	0	-3.303	0	-2.66	-4.089	-1.938	0	0	-1.333	-3.684	-3.449	-4.187	-3.565	0	-1.381	-4.733	-2.739	0	-2.143	0	-0.936
EVI2B	0.899	0.265	0.433	0.361	-0.678	-0.486	-0.591	-1.046	-1.107	-0.882	-0.909	-0.67	-0.672	-1.587	-1.341	-1.495	-1.015	-0.726	-1.073	-1.387	-1.36	-1.529	-0.268	-1.03	-1.87	0.377	-0.904	-1.399	-1.307	-1.265	-0.36	-0.681	-1.643	-1.089	-1.159	-0.333	-1.123	-1.006
EVI5	-0.851	-1.795	-1.027	-0.809	-1.648	-2.326	-1.591	-2.806	0	-2.042	0	-2.07	0	-1.937	-2.761	-2.615	0	0	-2.453	-1.817	-2.45	-2.189	-2.088	-2.68	-2.61	-1.313	0	-2.849	-2.357	0	-1.85	-2.101	0	-2.649	-2.049	-2.063	-1.453	-1.976
EVL	0.039	0.195	-0.00700000000000001	0.001	0.217	-0.028	0.284	0.319	0.338	-0.297	0.0055	-0.395	0.393	0.473	-0.056	0.12	0.7	-0.236	-0.528	0.558	0.435	-0.164	-0.188	-0.13	-0.085	-0.378	-0.00899999999999999	0.296	0.293	0.595	-0.61	-0.361	0.922	0.196	0.471	-0.228	-0.6065	-0.661
EXO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.885	0	0	2.207	0	0	1.711	0	0	0	0	0	0	2.503	0	2.42	0	0	1.851	0	0	3.377	0
EXOC1	-0.161	0	-0.167	-0.139	0	0	0	-1.806	0	-1.102	0	-0.36	0	0	-1.441	-2.015	0	0	-1.733	0	0	-1.919	-1.338	0	0	0	0	-1.409	0	0	0	-0.671	-1.763	-0.809	0	-1.033	0	-0.166
EXOC2	0.059	0.505	-0.077	0.171	-0.378	0	0.789	-0.316	-0.147	-0.062	0	-0.09	0	0	-0.391	0.065	0.175	0	-0.583	0	0.55	-0.229	-0.128	0.12	0	0.167	0	-0.279	0.253	0.125	0	-0.261	0.097	0.211	0.471	0	0	0.274
EXOC4	0.139	-0.155	0.063	0.081	-0.138	-0.376	0.229	0.244	0.383	0.448	0.281	-0.06	0.768	-0.407	0.329	-0.005	0.095	0	0.337	0.333	0	0.191	0.262	-0.08	0.14	0.147	-0.114	0.411	0.063	0.305	-0.05	-0.041	0.297	0.381	-0.129	0.087	0.257	0.024
EXOC6	0.339	0	0.313	0.461	0	0	0	-0.976	-0.587	0.788	0	1.32	-0.692	0	-0.751	-0.175	0	0	-0.443	0	-0.07	-0.949	-0.038	0.17	-0.59	0.747	-0.004	-0.569	-0.807	-0.825	0.2	0.749	-1.223	0	0	-0.043	0	1.414
EXOC7	0.449	0.425	0.363	0.436	1.007	1.139	1.014	0.494	1.208	0.458	0.901	0.19	1.193	0.5165	0.544	0.85	0.705	0.994	0.812	0.2365	0.735	0.676	0.642	0.655	0.58	1.107	1.131	0.406	1.068	0.7	1.09	0.1995	0.802	0.556	0.861	0.672	0.377	0.327
EXOC8	-0.381	0	-0.617	0	0	0	0	0	0	-1.172	0	0.2	0	0	-2.251	-2.125	0	0	0	0	0	0	0	0	0	0	0	-1.949	0	0	0	-0.561	0	-1.379	0	-1.383	0	0
EXOSC1	-0.151	-0.315	-0.087	-0.199	0.072	0.834	0.049	0.764	0.123	0.838	0.411	0.25	-0.042	0.383	0.879	0.765	0.315	0.264	0.827	0	0.19	0.841	0.412	0.61	0.75	0.057	0.356	0.551	0.343	0.295	0.92	0.529	0.407	0.801	0.321	0.537	1.157	0.574
EXOSC10	-0.231	-0.1875	0	-0.304	0.307	0.719	0.554	0.444	0.248	0.363	0.2305	-0.385	0.169	0.788	0.604	0.34	0.615	0.299	0.577	0.493	0.575	0.456	0.117	0.255	0.465	0.002	0.491	0.541	0.628	0.25	0.405	-0.251	0.932	0.411	0.306	-0.098	-0.063	-0.466
EXOSC2	0.269	0	0.293	0.611	0.392	0	0	0.874	1.443	0.968	0	1.16	0	0	1.119	1.235	0.195	0	0.787	0	1.34	1.011	0.712	0.79	0	0	0.876	1.021	0.923	1.085	0	0.819	1.267	1.091	0	0.847	0	0.704
EXOSC3	0	0	0	0	-0.129	0	0.2745	0.537	0.5315	0.884	0.8455	0.895	0.359	0	0.6945	0	0.3925	0	0.6085	0	0	0.5805	0.501	0	0	0	0.798	0.4655	0	0.3625	0	0.8895	0.5135	0.8605	0.6055	0.822	0	0
EXOSC4	0.739	1.185	1.043	1.061	1.632	1.694	0.839	1.474	2.043	1.268	1.291	0.71	1.998	1.463	1.449	1.515	1.525	1.374	1.457	1.233	1.27	1.721	1.072	2.07	2.17	1.487	1.166	1.291	1.653	1.595	1.64	0.979	1.417	1.361	1.191	0.847	1.677	1.144
EXOSC5	0.0895	0.2325	0.2415	0.2255	0.502	0	0.1895	0.417	0	0.194	0	0.095	0	0.488	0.4945	0.5425	0.3225	0.032	0	0	0.485	0.3655	0.196	0.47	0.69	0.1335	0.218	0.3255	0.5415	0.4675	0.34	0.0945	0.6285	0.2305	0.2205	0.1285	0.1885	0.027
EXOSC6	0	0	-1.037	0	-0.928	0	-0.911	0	0	0	0	0	0	-0.547	-0.581	-0.265	0	0	0	0	0	-0.829	0	0	0	0	0	0	-0.547	0	0	0	0	-0.809	0	0	0	0
